year,begin_time,end_time,episode_id,event_id,state_text,zone,event_type,short_ugcs
2009,2009-12-23 04:00:00 UTC,2009-12-26 02:00 UTC,34919,201392,NE,"CUSTER",Blizzard,NE-C041|NE-Z038
2009,2009-12-25 02:00:00 UTC,2009-12-25 21:00 UTC,35003,203486,NE,"DAWES",Blizzard,NE-C045|NE-Z002
2009,2009-12-08 04:00:00 UTC,2009-12-09 09:00 UTC,34354,199341,MN,"GOODHUE",Blizzard,MN-C049|MN-Z078
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202043,ND,"NELSON",Blizzard,ND-C063|ND-Z026
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202044,ND,"GRAND FORKS",Blizzard,ND-C035|ND-Z027
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202045,ND,"GRIGGS",Blizzard,ND-C039|ND-Z028
2009,2009-12-08 05:00:00 UTC,2009-12-09 07:00 UTC,34354,199343,MN,"SCOTT",Blizzard,MN-C139|MN-Z069
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202050,ND,"CASS",Blizzard,ND-C017|ND-Z039
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202051,ND,"RANSOM",Blizzard,ND-C073|ND-Z049
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202052,ND,"SARGENT",Blizzard,ND-C081|ND-Z052
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202040,ND,"WESTERN WALSH",Blizzard,ND-Z054
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202041,ND,"EASTERN WALSH",Blizzard,ND-Z016
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202042,ND,"EDDY",Blizzard,ND-C027|ND-Z024
2009,2009-12-08 04:00:00 UTC,2009-12-09 09:00 UTC,34354,199339,MN,"LE SUEUR",Blizzard,MN-C079|MN-Z076
2009,2009-12-08 04:00:00 UTC,2009-12-09 09:00 UTC,34354,199340,MN,"RICE",Blizzard,MN-C131|MN-Z077
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202037,ND,"PEMBINA",Blizzard,ND-C067|ND-Z008
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202038,ND,"BENSON",Blizzard,ND-C005|ND-Z014
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202039,ND,"RAMSEY",Blizzard,ND-C071|ND-Z015
2009,2009-12-08 05:00:00 UTC,2009-12-09 07:00 UTC,34354,199344,MN,"DAKOTA",Blizzard,MN-C037|MN-Z070
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202046,ND,"STEELE",Blizzard,ND-C091|ND-Z029
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202047,ND,"TRAILL",Blizzard,ND-C097|ND-Z030
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202048,ND,"BARNES",Blizzard,ND-C003|ND-Z038
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205460,ND,"WARD",Blizzard,ND-C101|ND-Z011
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205461,ND,"WELLS",Blizzard,ND-C103|ND-Z023
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205462,ND,"STUTSMAN",Blizzard,ND-C093|ND-Z037
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205463,ND,"SHERIDAN",Blizzard,ND-C083|ND-Z022
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205464,ND,"ROLETTE",Blizzard,ND-C079|ND-Z005
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205465,ND,"PIERCE",Blizzard,ND-C069|ND-Z013
2009,2009-12-08 01:00:00 UTC,2009-12-09 06:00 UTC,34354,199320,MN,"LAC QUI PARLE",Blizzard,MN-C073|MN-Z054
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34967,202060,MN,"GRANT",Blizzard,MN-C051|MN-Z040
2009,2009-12-08 02:00:00 UTC,2009-12-09 09:00 UTC,34354,199337,MN,"WASECA",Blizzard,MN-C161|MN-Z084
2009,2009-12-08 02:00:00 UTC,2009-12-09 09:00 UTC,34354,199338,MN,"STEELE",Blizzard,MN-C147|MN-Z085
2009,2009-12-24 13:30:00 UTC,2009-12-25 15:00 UTC,34833,202640,NE,"GAGE",Blizzard,NE-C067|NE-Z089
2009,2009-12-24 18:00:00 UTC,2009-12-26 05:00 UTC,34833,202657,NE,"KNOX",Blizzard,NE-C107|NE-Z011
2009,2009-12-24 13:30:00 UTC,2009-12-25 15:00 UTC,34833,202639,NE,"LANCASTER",Blizzard,NE-C109|NE-Z066
2009,2009-12-08 04:00:00 UTC,2009-12-09 06:00 UTC,34354,199334,MN,"SIBLEY",Blizzard,MN-C143|MN-Z067
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,201753,ND,"TOWNER",Blizzard,ND-C095|ND-Z006
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202036,ND,"CAVALIER",Blizzard,ND-C019|ND-Z007
2009,2009-12-08 22:00:00 UTC,2009-12-09 10:00 UTC,35403,204705,IA,"BUCHANAN",Blizzard,IA-C019|IA-Z040
2009,2009-12-24 18:00:00 UTC,2009-12-24 22:00 UTC,35783,208747,KS,"SHAWNEE",Blizzard,KS-C177|KS-Z039
2009,2009-12-24 18:00:00 UTC,2009-12-26 05:00 UTC,34833,202656,NE,"ANTELOPE",Blizzard,NE-C003|NE-Z016
2009,2009-12-24 04:22:00 UTC,2009-12-24 09:30 UTC,35560,205630,TX,"HASKELL",Blizzard,TX-C207|TX-Z098
2009,2009-12-24 04:22:00 UTC,2009-12-24 10:00 UTC,35560,205631,TX,"THROCKMORTON",Blizzard,TX-C447|TX-Z099
2009,2009-12-24 04:22:00 UTC,2009-12-24 10:00 UTC,35560,205632,TX,"JONES",Blizzard,TX-C253|TX-Z113
2009,2009-12-24 04:22:00 UTC,2009-12-24 10:30 UTC,35560,205633,TX,"SHACKELFORD",Blizzard,TX-C417|TX-Z114
2009,2009-12-24 04:22:00 UTC,2009-12-24 10:30 UTC,35560,205634,TX,"CALLAHAN",Blizzard,TX-C059|TX-Z128
2009,2009-12-24 13:30:00 UTC,2009-12-25 15:00 UTC,34833,202641,NE,"OTOE",Blizzard,NE-C131|NE-Z068
2009,2009-12-08 02:00:00 UTC,2009-12-09 06:00 UTC,34354,199331,MN,"BLUE EARTH",Blizzard,MN-C013|MN-Z083
2009,2009-12-08 00:00:00 UTC,2009-12-09 09:00 UTC,34354,199336,MN,"FREEBORN",Blizzard,MN-C047|MN-Z093
2009,2009-12-08 22:00:00 UTC,2009-12-09 09:00 UTC,35403,204717,IA,"IOWA",Blizzard,IA-C095|IA-Z063
2009,2009-12-08 22:00:00 UTC,2009-12-09 10:30 UTC,35403,204727,IA,"LINN",Blizzard,IA-C113|IA-Z052
2009,2009-12-24 13:30:00 UTC,2009-12-25 15:00 UTC,34833,202638,NE,"JEFFERSON",Blizzard,NE-C095|NE-Z088
2009,2009-12-08 02:00:00 UTC,2009-12-09 06:00 UTC,34354,199329,MN,"MARTIN",Blizzard,MN-C091|MN-Z091
2009,2009-12-08 00:00:00 UTC,2009-12-09 06:00 UTC,34354,199330,MN,"FARIBAULT",Blizzard,MN-C043|MN-Z092
2009,2009-12-08 04:00:00 UTC,2009-12-09 06:00 UTC,34354,199333,MN,"NICOLLET",Blizzard,MN-C103|MN-Z075
2009,2009-12-24 16:00:00 UTC,2009-12-24 22:00 UTC,35783,208743,KS,"JEFFERSON",Blizzard,KS-C087|KS-Z026
2009,2009-12-24 18:00:00 UTC,2009-12-26 05:00 UTC,34833,202655,NE,"BOONE",Blizzard,NE-C011|NE-Z030
2009,2009-12-24 13:30:00 UTC,2009-12-25 15:00 UTC,34833,202637,NE,"SALINE",Blizzard,NE-C151|NE-Z078
2009,2009-12-08 12:00:00 UTC,2009-12-09 09:00 UTC,34955,201649,WI,"KEWAUNEE",Blizzard,WI-C061|WI-Z040
2009,2009-12-08 12:00:00 UTC,2009-12-09 09:00 UTC,34955,201650,WI,"MANITOWOC",Blizzard,WI-C071|WI-Z050
2009,2009-12-24 15:00:00 UTC,2009-12-25 19:00 UTC,34833,202654,NE,"CUMING",Blizzard,NE-C039|NE-Z033
2009,2009-12-08 12:00:00 UTC,2009-12-09 09:00 UTC,34955,201647,WI,"CALUMET",Blizzard,WI-C015|WI-Z049
2009,2009-12-08 12:00:00 UTC,2009-12-09 09:00 UTC,34955,201648,WI,"DOOR",Blizzard,WI-C029|WI-Z022
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205483,ND,"GOLDEN VALLEY",Blizzard,ND-C033|ND-Z031
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205484,ND,"MCKENZIE",Blizzard,ND-C053|ND-Z017
2009,2009-12-08 02:00:00 UTC,2009-12-09 06:00 UTC,34354,199326,MN,"BROWN",Blizzard,MN-C015|MN-Z074
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205442,ND,"BOTTINEAU",Blizzard,ND-C009|ND-Z004
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34967,202054,MN,"WEST MARSHALL",Blizzard,MN-Z007
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34967,202055,MN,"WEST POLK",Blizzard,MN-Z001
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34967,202056,MN,"NORMAN",Blizzard,MN-C107|MN-Z002
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205466,ND,"MCINTOSH",Blizzard,ND-C051|ND-Z050
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205467,ND,"LOGAN",Blizzard,ND-C047|ND-Z047
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205468,ND,"LA MOURE",Blizzard,ND-C045|ND-Z048
2009,2009-12-08 01:00:00 UTC,2009-12-09 06:00 UTC,34354,199321,MN,"YELLOW MEDICINE",Blizzard,MN-C173|MN-Z064
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205485,ND,"MOUNTRAIL",Blizzard,ND-C061|ND-Z010
2009,2009-12-25 00:00:00 UTC,2009-12-26 15:00 UTC,35521,205486,ND,"SLOPE",Blizzard,ND-C087|ND-Z040
2009,2009-12-08 02:00:00 UTC,2009-12-09 06:00 UTC,34354,199327,MN,"WATONWAN",Blizzard,MN-C165|MN-Z082
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205469,ND,"KIDDER",Blizzard,ND-C043|ND-Z036
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205470,ND,"FOSTER",Blizzard,ND-C031|ND-Z025
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205471,ND,"EMMONS",Blizzard,ND-C029|ND-Z046
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205472,ND,"DICKEY",Blizzard,ND-C021|ND-Z051
2009,2009-12-08 01:00:00 UTC,2009-12-09 06:00 UTC,34354,199322,MN,"CHIPPEWA",Blizzard,MN-C023|MN-Z056
2009,2009-01-11 17:53:00 UTC,2009-01-11 23:25 UTC,24987,145549,MT,"FALLON",Blizzard,MT-C025|MT-Z033
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205451,ND,"MCHENRY",Blizzard,ND-C049|ND-Z012
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205452,ND,"GRANT",Blizzard,ND-C037|ND-Z042
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205454,ND,"MCLEAN",Blizzard,ND-C055|ND-Z021
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34967,202057,MN,"CLAY",Blizzard,MN-C027|MN-Z003
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34967,202058,MN,"WILKIN",Blizzard,MN-C167|MN-Z029
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34967,202059,MN,"WEST OTTER TAIL",Blizzard,MN-Z030
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205455,ND,"MERCER",Blizzard,ND-C057|ND-Z019
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205456,ND,"MORTON",Blizzard,ND-C059|ND-Z034
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205457,ND,"OLIVER",Blizzard,ND-C065|ND-Z020
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205458,ND,"RENVILLE",Blizzard,ND-C075|ND-Z003
2009,2009-12-25 00:00:00 UTC,2009-12-26 03:30 UTC,35521,205473,ND,"BURLEIGH",Blizzard,ND-C015|ND-Z035
2009,2009-12-25 00:00:00 UTC,2009-12-26 15:00 UTC,35521,205477,ND,"ADAMS",Blizzard,ND-C001|ND-Z044
2009,2009-12-25 00:00:00 UTC,2009-12-26 15:00 UTC,35521,205478,ND,"BOWMAN",Blizzard,ND-C011|ND-Z043
2009,2009-12-25 00:00:00 UTC,2009-12-26 15:00 UTC,35521,205479,ND,"HETTINGER",Blizzard,ND-C041|ND-Z041
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205480,ND,"STARK",Blizzard,ND-C089|ND-Z033
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205481,ND,"BILLINGS",Blizzard,ND-C007|ND-Z032
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34965,202053,ND,"RICHLAND",Blizzard,ND-C077|ND-Z053
2009,2009-12-24 04:51:00 UTC,2009-12-26 03:01 UTC,34967,201777,MN,"KITTSON",Blizzard,MN-C069|MN-Z004
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205459,ND,"SIOUX",Blizzard,ND-C085|ND-Z045
2009,2009-12-25 00:00:00 UTC,2009-12-26 11:00 UTC,35521,205482,ND,"DUNN",Blizzard,ND-C025|ND-Z018
2009,2009-12-08 02:00:00 UTC,2009-12-09 06:00 UTC,34354,199323,MN,"RENVILLE",Blizzard,MN-C129|MN-Z065
2009,2009-12-08 02:00:00 UTC,2009-12-09 06:00 UTC,34354,199324,MN,"REDWOOD",Blizzard,MN-C127|MN-Z073
2009,2009-12-24 16:00:00 UTC,2009-12-25 17:00 UTC,34833,202630,NE,"BUTLER",Blizzard,NE-C023|NE-Z050
2009,2009-12-08 23:00:00 UTC,2009-12-09 09:00 UTC,35405,204737,MO,"SCOTLAND",Blizzard,MO-C199|MO-Z009
2009,2009-12-24 09:00:00 UTC,2009-12-25 04:00 UTC,34834,202663,IA,"POTTAWATTAMIE",Blizzard,IA-C155|IA-Z069
2009,2009-12-07 22:00:00 UTC,2009-12-09 06:00 UTC,35383,204504,IA,"SIOUX",Blizzard,IA-C167|IA-Z012
2009,2009-12-23 07:00:00 UTC,2009-12-26 06:00 UTC,35843,207926,SD,"MINNEHAHA",Blizzard,SD-C099|SD-Z062
2009,2009-12-24 09:00:00 UTC,2009-12-25 04:00 UTC,34833,202635,NE,"SARPY",Blizzard,NE-C153|NE-Z053
2009,2009-12-08 22:00:00 UTC,2009-12-09 09:00 UTC,35403,204703,IA,"BENTON",Blizzard,IA-C011|IA-Z051
2009,2009-12-24 15:00:00 UTC,2009-12-25 19:00 UTC,34833,202652,NE,"MADISON",Blizzard,NE-C119|NE-Z031
2009,2009-12-24 20:00:00 UTC,2009-12-26 11:00 UTC,35669,206446,SD,"STURGIS / PIEDMONT FOOTHILLS",Blizzard,SD-Z072
2009,2009-12-24 20:00:00 UTC,2009-12-26 07:00 UTC,35669,206450,SD,"HERMOSA FOOTHILLS",Blizzard,SD-Z074
2009,2009-12-24 14:00:00 UTC,2009-12-24 21:00 UTC,35783,208736,KS,"COFFEY",Blizzard,KS-C031|KS-Z058
2009,2009-12-23 08:00:00 UTC,2009-12-26 06:00 UTC,35843,207936,SD,"UNION",Blizzard,SD-C127|SD-Z071
2009,2009-12-08 12:00:00 UTC,2009-12-09 09:00 UTC,34955,201646,WI,"BROWN",Blizzard,WI-C009|WI-Z039
2009,2009-12-24 18:00:00 UTC,2009-12-24 22:00 UTC,35783,208733,KS,"WABAUNSEE",Blizzard,KS-C197|KS-Z038
2009,2009-12-24 20:00:00 UTC,2009-12-26 12:00 UTC,35669,206449,SD,"SOUTHERN MEADE CO PLAINS",Blizzard,SD-Z073
2009,2009-12-07 21:00:00 UTC,2009-12-09 06:00 UTC,35383,204506,IA,"PLYMOUTH",Blizzard,IA-C149|IA-Z020
2009,2009-12-07 21:00:00 UTC,2009-12-09 06:00 UTC,35383,204509,IA,"WOODBURY",Blizzard,IA-C193|IA-Z031
2009,2009-12-24 09:00:00 UTC,2009-12-25 04:00 UTC,34833,202634,NE,"DOUGLAS",Blizzard,NE-C055|NE-Z052
2009,2009-12-09 00:00:00 UTC,2009-12-09 09:00 UTC,35405,204736,MO,"CLARK",Blizzard,MO-C045|MO-Z010
2009,2009-12-24 09:00:00 UTC,2009-12-25 04:00 UTC,34834,202662,IA,"SHELBY",Blizzard,IA-C165|IA-Z056
2009,2009-12-24 15:00:00 UTC,2009-12-25 19:00 UTC,34833,202651,NE,"WAYNE",Blizzard,NE-C179|NE-Z018
2009,2009-12-24 22:00:00 UTC,2009-12-26 13:00 UTC,35669,206439,SD,"BENNETT",Blizzard,SD-C007|SD-Z044
2009,2009-12-24 16:00:00 UTC,2009-12-25 01:00 UTC,34834,202665,IA,"MONTGOMERY",Blizzard,IA-C137|IA-Z080
2009,2009-12-07 22:00:00 UTC,2009-12-09 09:00 UTC,35383,204512,IA,"CLAY",Blizzard,IA-C041|IA-Z014
2009,2009-12-07 22:00:00 UTC,2009-12-09 09:00 UTC,35383,204513,IA,"BUENA VISTA",Blizzard,IA-C021|IA-Z022
2009,2009-12-24 16:00:00 UTC,2009-12-25 17:00 UTC,34833,202633,NE,"DODGE",Blizzard,NE-C053|NE-Z044
2009,2009-12-23 10:00:00 UTC,2009-12-26 06:00 UTC,35843,207932,SD,"BON HOMME",Blizzard,SD-C009|SD-Z068
2009,2009-12-23 08:00:00 UTC,2009-12-26 06:00 UTC,35843,207935,SD,"CLAY",Blizzard,SD-C027|SD-Z070
2009,2009-12-24 20:00:00 UTC,2009-12-26 16:00 UTC,35669,206442,SD,"TODD",Blizzard,SD-C121|SD-Z047
2009,2009-12-24 21:00:00 UTC,2009-12-26 15:00 UTC,35669,206441,SD,"MELLETTE",Blizzard,SD-C095|SD-Z046
2009,2009-12-24 20:00:00 UTC,2009-12-26 16:00 UTC,35669,206445,SD,"TRIPP",Blizzard,SD-C123|SD-Z049
2009,2009-12-24 16:00:00 UTC,2009-12-25 17:00 UTC,34833,202632,NE,"COLFAX",Blizzard,NE-C037|NE-Z043
2009,2009-12-24 09:00:00 UTC,2009-12-25 15:00 UTC,34833,202649,NE,"THURSTON",Blizzard,NE-C173|NE-Z015
2009,2009-12-24 18:00:00 UTC,2009-12-24 22:00 UTC,35783,208731,KS,"POTTAWATOMIE",Blizzard,KS-C149|KS-Z023
2009,2009-12-24 16:00:00 UTC,2009-12-25 01:00 UTC,34834,202664,IA,"MILLS",Blizzard,IA-C129|IA-Z079
2009,2009-12-24 09:00:00 UTC,2009-12-25 15:00 UTC,34833,202648,NE,"BURT",Blizzard,NE-C021|NE-Z034
2009,2009-12-23 08:00:00 UTC,2009-12-26 06:00 UTC,35843,207928,SD,"TURNER",Blizzard,SD-C125|SD-Z066
2009,2009-12-24 13:30:00 UTC,2009-12-25 15:00 UTC,34833,202636,NE,"SEWARD",Blizzard,NE-C159|NE-Z065
2009,2009-12-24 15:00:00 UTC,2009-12-25 19:00 UTC,34833,202653,NE,"STANTON",Blizzard,NE-C167|NE-Z032
2009,2009-12-24 17:00:00 UTC,2009-12-25 18:00 UTC,34833,202658,NE,"CEDAR",Blizzard,NE-C027|NE-Z012
2009,2009-12-24 16:00:00 UTC,2009-12-25 01:00 UTC,34833,202644,NE,"CASS",Blizzard,NE-C025|NE-Z067
2009,2009-12-19 18:00:00 UTC,2009-12-19 21:00 UTC,35979,218024,NY,"NORTHWEST SUFFOLK",Blizzard,NY-Z078
2009,2009-12-24 14:00:00 UTC,2009-12-25 11:00 UTC,34833,202646,NE,"RICHARDSON",Blizzard,NE-C147|NE-Z093
2009,2009-12-07 22:00:00 UTC,2009-12-09 06:00 UTC,35383,204505,IA,"O'BRIEN",Blizzard,IA-C141|IA-Z013
2009,2009-12-07 22:00:00 UTC,2009-12-09 06:00 UTC,35383,204507,IA,"CHEROKEE",Blizzard,IA-C035|IA-Z021
2009,2009-12-23 08:00:00 UTC,2009-12-26 06:00 UTC,35949,208135,IA,"WOODBURY",Blizzard,IA-C193|IA-Z031
2009,2009-12-23 07:00:00 UTC,2009-12-26 06:00 UTC,35949,208134,IA,"SIOUX",Blizzard,IA-C167|IA-Z012
2009,2009-12-24 13:30:00 UTC,2009-12-25 15:00 UTC,34833,202642,NE,"JOHNSON",Blizzard,NE-C097|NE-Z090
2009,2009-12-24 17:00:00 UTC,2009-12-25 18:00 UTC,34833,202659,NE,"PIERCE",Blizzard,NE-C139|NE-Z017
2009,2009-12-24 16:00:00 UTC,2009-12-25 17:00 UTC,34833,202631,NE,"PLATTE",Blizzard,NE-C141|NE-Z042
2009,2009-12-24 09:00:00 UTC,2009-12-25 04:00 UTC,34833,202629,NE,"SAUNDERS",Blizzard,NE-C155|NE-Z051
2009,2009-12-07 22:00:00 UTC,2009-12-09 06:00 UTC,35383,204499,IA,"LYON",Blizzard,IA-C119|IA-Z001
2009,2009-12-07 22:00:00 UTC,2009-12-09 06:00 UTC,35383,204501,IA,"OSCEOLA",Blizzard,IA-C143|IA-Z002
2009,2009-12-24 09:00:00 UTC,2009-12-25 15:00 UTC,34833,202647,NE,"WASHINGTON",Blizzard,NE-C177|NE-Z045
2009,2009-12-07 21:00:00 UTC,2009-12-09 06:00 UTC,35383,204510,IA,"IDA",Blizzard,IA-C093|IA-Z032
2009,2009-12-07 22:00:00 UTC,2009-12-09 09:00 UTC,35383,204511,IA,"DICKINSON",Blizzard,IA-C059|IA-Z003
2009,2009-12-23 08:00:00 UTC,2009-12-26 06:00 UTC,35949,208133,IA,"PLYMOUTH",Blizzard,IA-C149|IA-Z020
2009,2009-12-23 07:00:00 UTC,2009-12-26 06:00 UTC,35949,208132,IA,"LYON",Blizzard,IA-C119|IA-Z001
2009,2009-12-24 13:30:00 UTC,2009-12-25 15:00 UTC,34833,202643,NE,"PAWNEE",Blizzard,NE-C133|NE-Z092
2009,2009-12-24 14:00:00 UTC,2009-12-25 11:00 UTC,34833,202645,NE,"NEMAHA",Blizzard,NE-C127|NE-Z091
2009,2009-12-25 01:00:00 UTC,2009-12-25 20:00 UTC,35109,202897,NE,"GOSPER",Blizzard,NE-C073|NE-Z072
2009,2009-12-08 15:00:00 UTC,2009-12-09 07:00 UTC,34353,198663,IA,"EMMET",Blizzard,IA-C063|IA-Z004
2009,2009-12-08 19:00:00 UTC,2009-12-09 07:00 UTC,34353,198664,IA,"GUTHRIE",Blizzard,IA-C077|IA-Z058
2009,2009-12-08 00:00:00 UTC,2009-12-09 06:00 UTC,35391,204537,MN,"LINCOLN",Blizzard,MN-C081|MN-Z071
2009,2009-12-07 23:00:00 UTC,2009-12-09 06:00 UTC,35391,204545,MN,"PIPESTONE",Blizzard,MN-C117|MN-Z097
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198677,IA,"MARION",Blizzard,IA-C125|IA-Z074
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198678,IA,"DALLAS",Blizzard,IA-C049|IA-Z059
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198679,IA,"POLK",Blizzard,IA-C153|IA-Z060
2009,2009-12-24 08:00:00 UTC,2009-12-26 00:00 UTC,35109,202902,NE,"YORK",Blizzard,NE-C185|NE-Z064
2009,2009-12-08 00:00:00 UTC,2009-12-09 06:00 UTC,35391,204542,MN,"LYON",Blizzard,MN-C083|MN-Z072
2009,2009-12-08 15:00:00 UTC,2009-12-09 07:00 UTC,34353,198699,IA,"CASS",Blizzard,IA-C029|IA-Z070
2009,2009-12-08 21:00:00 UTC,2009-12-09 09:00 UTC,34353,203783,IA,"APPANOOSE",Blizzard,IA-C007|IA-Z096
2009,2009-12-08 21:00:00 UTC,2009-12-09 09:00 UTC,34353,203784,IA,"MONROE",Blizzard,IA-C135|IA-Z085
2009,2009-12-07 23:00:00 UTC,2009-12-09 09:00 UTC,35391,204558,MN,"COTTONWOOD",Blizzard,MN-C033|MN-Z081
2009,2009-12-07 23:00:00 UTC,2009-12-09 09:00 UTC,35391,204562,MN,"JACKSON",Blizzard,MN-C063|MN-Z090
2009,2009-12-24 19:00:00 UTC,2009-12-26 00:00 UTC,35109,202887,NE,"NUCKOLLS",Blizzard,NE-C129|NE-Z086
2009,2009-12-24 08:00:00 UTC,2009-12-26 00:00 UTC,35109,202903,NE,"POLK",Blizzard,NE-C143|NE-Z049
2009,2009-12-08 15:00:00 UTC,2009-12-09 07:00 UTC,34353,198657,IA,"CRAWFORD",Blizzard,IA-C047|IA-Z044
2009,2009-12-08 15:00:00 UTC,2009-12-09 07:00 UTC,34353,198658,IA,"CARROLL",Blizzard,IA-C027|IA-Z045
2009,2009-12-24 19:00:00 UTC,2009-12-26 00:00 UTC,35109,202900,NE,"HALL",Blizzard,NE-C079|NE-Z062
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198680,IA,"JASPER",Blizzard,IA-C099|IA-Z061
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198681,IA,"BOONE",Blizzard,IA-C015|IA-Z047
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198682,IA,"HAMILTON",Blizzard,IA-C079|IA-Z036
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198683,IA,"WRIGHT",Blizzard,IA-C197|IA-Z025
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198684,IA,"HANCOCK",Blizzard,IA-C081|IA-Z016
2009,2009-12-08 19:00:00 UTC,2009-12-09 09:00 UTC,34353,198685,IA,"WINNEBAGO",Blizzard,IA-C189|IA-Z006
2009,2009-12-08 21:00:00 UTC,2009-12-09 10:00 UTC,34353,198686,IA,"STORY",Blizzard,IA-C169|IA-Z048
2009,2009-12-08 21:00:00 UTC,2009-12-09 10:00 UTC,34353,198687,IA,"MARSHALL",Blizzard,IA-C127|IA-Z049
2009,2009-12-08 21:00:00 UTC,2009-12-09 10:00 UTC,34353,198688,IA,"HARDIN",Blizzard,IA-C083|IA-Z037
2009,2009-12-08 21:00:00 UTC,2009-12-09 10:00 UTC,34353,198689,IA,"GRUNDY",Blizzard,IA-C075|IA-Z038
2009,2009-12-08 21:00:00 UTC,2009-12-09 10:00 UTC,34353,198690,IA,"FRANKLIN",Blizzard,IA-C069|IA-Z026
2009,2009-12-08 21:00:00 UTC,2009-12-09 10:00 UTC,34353,198691,IA,"BUTLER",Blizzard,IA-C023|IA-Z027
